external_track_id,title,artist,album,language,year,decade,tempo,rms_mean,spectral_centroid_mean,seed_query
mpEb00I9,Ab Ke Sajan Sawan Mein,"S. D. Burman, Lata Mangeshkar",Chupke Chupke,hindi,1975.0,1970s,95.703,0.089101,2374.974,Ghulam Ali Chupke Chupke
XTVW6adg,Jaaneman Chupke Chupke,Anuradha Paudwal,Muskaan,hindi,2003.0,2000s,161.499,0.229118,2149.031,Ghulam Ali Chupke Chupke
Hpu3KfCo,Maze Maaher Pandhari - Pandit Bhimsen Joshi,Pt. Bhimsen Joshi,Abhanga Vani,marathi,1960.0,pre-1970s,112.347,0.0633,1545.914,Bhimsen Joshi
jXLTYuMz,Indrayani Kathi,Pt. Bhimsen Joshi,Golden Hour - Bhimsen Joshi,marathi,2001.0,2000s,184.57,0.047715,1111.501,Bhimsen Joshi
3RumSttJ,Paavlo Pandhari Vaikunthabhuvan,Pt. Bhimsen Joshi,Bhimsen Joshi - Abhangvani,marathi,1982.0,1980s,151.999,0.069164,2068.537,Bhimsen Joshi
HmBn_06r,Yake Mukanandyo Guruve,Pt. Bhimsen Joshi,Raagas Of Bhimsen Joshi,kannada,2018.0,2010s,198.768,0.123485,891.122,Bhimsen Joshi
8a3d5qVs,Sumati Sita Ram Pt. Bhimsen Joshi,"Shrinivas Khale, Anil Mohile, Pt. Bhimsen Joshi",Rasrang - Shringar N Bhakti - Pt. Bhimsen,hindi,2002.0,2000s,151.999,0.050956,1725.475,Bhimsen Joshi
Zmb4te1Y,Sumati Sita Ram Pt. Bhimsen Joshi,"Shrinivas Khale, Anil Mohile, Pt. Bhimsen Joshi",Bhjans By Legends - Pt. Kumar Gandharva N Pt. Bhimse,hindi,2003.0,2000s,151.999,0.050956,1725.475,Bhimsen Joshi
fDaa8thx,Yake Mukanandyo Guruve,Pt. Bhimsen Joshi,Bhagyada Lakshmi Baramma - Pt. Bhimsen Joshi - Vol. 01,kannada,2011.0,2010s,95.703,0.05598,1718.189,Bhimsen Joshi
jPrziXgZ,Bhaagyada Lakshmi Baaramma,Pt. Bhimsen Joshi,Raagas Of Bhimsen Joshi,kannada,2018.0,2010s,151.999,0.070589,1058.055,Bhimsen Joshi
68TZiLoK,Bhaagyada Lakshmi Baaramma,Pt. Bhimsen Joshi,Bhagyada Lakshmi Baramma - Pt. Bhimsen Joshi - Vol. 01,kannada,2011.0,2010s,172.266,0.070551,1048.858,Bhimsen Joshi
fXJgiLst,Ketaki Gulab Juhi,"Pt. Bhimsen Joshi, Manna Dey",Padma Vibhushan Pt. Bhimsen Joshi,hindi,1999.0,1990s,83.354,0.067478,1321.912,Bhimsen Joshi
yK_JE4f6,Bolava Vithal Pahava Vithal - 1987,Kishori Amonkar,Rangi Rangala Shrirang - Abhang,marathi,1961.0,pre-1970s,172.266,0.101862,2114.701,Kishori Amonkar
Bvdoxazb,Bolava Vithal Pahava Vithal,Kishori Amonkar,Golden Hour - Gaan Saraswati Kishori Amonkar,marathi,1999.0,1990s,83.354,0.102462,2257.047,Kishori Amonkar
b7LirIjB,Avagha Rang Ek Jhala,Kishori Amonkar,Golden Hour - Gaan Saraswati Kishori Amonkar,marathi,1999.0,1990s,117.454,0.045586,1917.402,Kishori Amonkar
iib-QwcB,Shree Raghavendra Stotram,Kishori Amonkar,Shri Raghavendra Baaro,kannada,2007.0,2000s,129.199,0.025439,1490.381,Kishori Amonkar
TtQDEfOF,Maze Maaher Pandhari,Kishori Amonkar,Rangi Rangala Shrirang - Abhang,marathi,1961.0,pre-1970s,95.703,0.055587,2291.45,Kishori Amonkar
v5imJKna,Maze Maaher Pandhari,Kishori Amonkar,Golden Hour - Gaan Saraswati Kishori Amonkar,marathi,1999.0,1990s,95.703,0.056092,2347.607,Kishori Amonkar
xpI97pwY,Sahelare Aa Mil Gae - Bhoop Drut,Kishori Amonkar,Kishori Amonkar Classical Vocal,hindi,1971.0,1970s,117.454,0.05682,1455.913,Kishori Amonkar
nKBPmiQ0,Sahelare Aa Mil Gae - Bhoop(Drut),Kishori Amonkar,Kishori Amonkar - Bhoop Bageswari,hindi,1990.0,1990s,143.555,0.057068,1440.618,Kishori Amonkar
mlrg40G5,Avgha To Shakun,Kishori Amonkar,Golden Hour - Gaan Saraswati Kishori Amonkar,marathi,1999.0,1990s,151.999,0.088307,2137.395,Kishori Amonkar
_9A8U28f,Avgha To Shakun,Kishori Amonkar,Rangi Rangala Shrirang - Abhang,marathi,1961.0,pre-1970s,151.999,0.087779,2047.633,Kishori Amonkar
PjLPCuPT,Deewana Kar Raha Hai,Javed Ali,Raaz 3: The Third Dimension,hindi,2012.0,2010s,151.999,0.102116,1733.661,Ustad Rashid Khan
pQvLQi92,Tu Milta Hai Mujhe,Raj Barman,Tu Milta Hai Mujhe,hindi,2021.0,2020s,95.703,0.12478,1953.729,Ustad Rashid Khan
_w31FiZW,Main Zindagi Ka Saath Nibhata Chala Gaya,Mohammed Rafi,Hum Dono,hindi,1961.0,pre-1970s,89.103,0.084592,1854.92,Ustad Rashid Khan
OOXJzH09,Tu Banja Gali Benaras Ki Feat. Asees Kaur,Asees Kaur,Shaadi Mein Zaroor Aana,hindi,2017.0,2010s,78.303,0.164435,2026.753,Ustad Rashid Khan
PgqHU2qt,Kabhi Aayine Pe Likha Tujhe,"Rashid Khan, KK",Hate Story 2,hindi,2014.0,2010s,103.359,0.141135,1562.103,Ustad Rashid Khan
WIWPqO79,Dhadkanein Meri,"Yasser Desai, Asees Kaur",Dhadkanein Meri,hindi,2019.0,2010s,103.359,0.114348,1314.097,Ustad Rashid Khan
17hR3RuA,Tu Banja Gali Benaras Ki,Asit Tripathy,Shaadi Mein Zaroor Aana,hindi,2017.0,2010s,107.666,0.1929,1844.958,Ustad Rashid Khan
PaSQ9ICO,Tu Banja Gali Benaras Ki,Asit Tripathy,The Bollywood Wedding Collection,hindi,2025.0,2020s,107.666,0.192257,1791.456,Ustad Rashid Khan
6U0Pev8l,Shiv Dhun (Shiv Stuti Bhajan),Pandit Jasraj,Bhajan Saagar,hindi,2009.0,2000s,161.499,0.06265,1182.56,Pandit Jasraj
HqxhC2Fq,Shiv Dhun (Shiv Stuti Bhajan),Pandit Jasraj,Shiv Upasana,hindi,2009.0,2000s,151.999,0.062903,1203.205,Pandit Jasraj
HW9pdkdE,Vaada Tumse Hain Vaada,Pandit Jasraj,1920,hindi,2009.0,2000s,95.703,0.156019,1691.176,Pandit Jasraj
Gf11PzlG,Hanuman Chalisa,"Pandit Jasraj, Shankar Mahadevan",Chalisa Sangrah,hindi,2026.0,2020s,143.555,0.136644,1372.198,Pandit Jasraj
pUM66mgR,Hanuman - Hanuman Chalisa,"Pandit Jasraj, Shankar Mahadevan",Devotional Hits - Shankar Mahadevan,hindi,2024.0,2020s,143.555,0.136644,1372.198,Pandit Jasraj
HtZTxzH1,Hanuman Chalisa,"Pandit Jasraj, Shankar Mahadevan",My Devotional Favourites - Shankar Mahadevan,hindi,2014.0,2010s,151.999,0.136714,1399.623,Pandit Jasraj
W25sVT6u,Hanuman Chalisa,"Pandit Jasraj, Shankar Mahadevan",Shankar Mahadevan Devotional Songs,hindi,2024.0,2020s,143.555,0.136644,1372.198,Pandit Jasraj
SwxZtPQq,Hanuman Chalisa,"Pandit Jasraj, Shankar Mahadevan",Greatest Mantras & Bhajans by Pandit Jasraj,hindi,2024.0,2020s,143.555,0.136644,1372.198,Pandit Jasraj
-e3tsXXG,Hanuman Chalisa,"Pandit Jasraj, Shankar Mahadevan, Kedar Pandit",Spiritual Legacy - Pandit Jasraj,hindi,2014.0,2010s,99.384,0.136757,1398.148,Pandit Jasraj
QpctAs17,Hanuman Chalisa,"Pandit Jasraj, Shankar Mahadevan",Shankar Mahadevan Bhakti Geet,hindi,2025.0,2020s,143.555,0.136644,1372.198,Pandit Jasraj
pjFg1GEC,Bharoto Bhagyo Bidhata,Babul Supriyo,Rajkahini (Original Motion Picture Soundtrack),bengali,2015.0,2010s,161.499,0.084869,2639.836,Kaushiki Chakraborty
ph4fIgJs,Ay Tobe Shohochori,"Kaushiki Chakraborty, Rabindranath Tagore",Kadambari,bengali,2015.0,2010s,107.666,0.105487,1436.452,Kaushiki Chakraborty
ufhTzJer,Tumi Kon Kanoner Ful,Kaushiki Desikan,Ravindra Nath Tagore Spl,bengali,2013.0,2010s,99.384,0.092117,2446.816,Kaushiki Chakraborty
GN4gPtH6,Gaayeja,"Kaushiki Chakraborty, Mahesh Kale",Gaayeja,hindi,2017.0,2010s,117.454,0.099336,1840.782,Kaushiki Chakraborty
N75rlfcw,Madhuro Madhuro,Kaushiki Desikan,Ravindra Nath Tagore Spl,bengali,2013.0,2010s,123.047,0.155994,2013.475,Kaushiki Chakraborty
3nExZ9Za,Lagi Lagi,"Mami Verte, Kaushiki Chakravarty, David Lalliansanga Vocals, Shantanu Moitra",Coke Studio S2,hindi,2023.0,2020s,258.398,0.11548,786.077,Kaushiki Chakraborty
Ae4BFAY7,Naanaagiya Nadhimoolamae,"Kamal Haasan, Kaushiki Chakraborty, Master Karthik Suresh Iyer",Vishwaroopam Ii,tamil,2018.0,2010s,103.359,0.168631,1605.621,Kaushiki Chakraborty
UkGHVzFc,Baithi Hun,"Kaushiki Chakraborty, Shantanu Moitra",Pankh,hindi,2025.0,2020s,103.359,0.052627,990.638,Kaushiki Chakraborty
38CRmn8S,Aj Notun Probhat,"Kaushiki Chakraborty, Bickram Ghosh",Kadambari,bengali,2015.0,2010s,151.999,0.05325,1332.264,Kaushiki Chakraborty
_NlqSPQb,Chillendra Chillendra,"Munna Shaoukat Ali, M. Ghibran, Sundar Narayana Rao, Kaushiki Chakrabarty",Thirumanam Enum Nikkah (Original Motion Picture Soundtrack),tamil,2013.0,2010s,112.347,0.152011,1821.022,Kaushiki Chakraborty
DgCG_O6p,Aba More Ram,Pt Vinayak Torvi,Hindustani Classical Vocal,hindi,2000.0,2000s,95.703,0.114804,1763.245,Hindustani Classical Vocal
rKvA2VjZ,Jao Jao Jao Ji (Thumri),Siddheshwari Devi,Hindustani Classical Vocal,hindi,2025.0,2020s,92.285,0.12307,1133.21,Hindustani Classical Vocal
qfO4QB-y,Sanjh Bhaee Ghar Aao Nandlal (Thumri),Siddheshwari Devi,Hindustani Classical Vocal,hindi,2025.0,2020s,107.666,0.083382,1395.417,Hindustani Classical Vocal
y37Y0yH1,Sung Chala Diya Ve (Tappa),Siddheshwari Devi,Hindustani Classical Vocal,hindi,2025.0,2020s,161.499,0.114016,1146.939,Hindustani Classical Vocal
TawdAY04,Khelata Hai Giridhari,Pt Vinayak Torvi,Hindustani Classical Vocal,hindi,2000.0,2000s,151.999,0.166444,1770.038,Hindustani Classical Vocal
QWRMtxio,Om Namo Bhagwatey Vasudevaya (Live),Pandit Suman Ghosh,Hindustani Classical Vocal,hindi,2006.0,2000s,161.499,0.064104,1545.71,Hindustani Classical Vocal
AyU5k9CH,Mangalam Bhagwaan Vishnu: Taal Deepchandi (Live),Pandit Suman Ghosh,Hindustani Classical Vocal,hindi,2006.0,2000s,135.999,0.090828,1604.501,Hindustani Classical Vocal
l1S7QP81,Ghat Bhar Dehon: Bhajan In Raag Yaman (Live),Pandit Suman Ghosh,Hindustani Classical Vocal,hindi,2006.0,2000s,143.555,0.081361,1458.996,Hindustani Classical Vocal
H2EE2ECb,"Raag Kaunsi Kanada: Madhya-Laya Jhaptaal, Drut-Teentaal (Live)",Pandit Suman Ghosh,Hindustani Classical Vocal,hindi,2006.0,2000s,112.347,0.101605,1675.308,Hindustani Classical Vocal
ZRQgkGlh,Raag Madhuvanthi,Shyamala G. Bhave,Hindustani Classical Vocal,kannada,1991.0,1990s,92.285,0.099327,1527.394,Hindustani Classical Vocal
FuU0D5qY,Paani Chagarani Laayaa (Tappa),Siddheshwari Devi,Hindustani Classical Vocal,hindi,2025.0,2020s,151.999,0.109621,1106.414,Hindustani Classical Vocal
s_clN6u8,Mishra Piloo Gat Pt. Ravi Shankar,Pandit Ravi Shankar,Ravi Shankar Monument Of Strings Sitar,hindi,1991.0,1990s,117.454,0.026069,2407.477,Pandit Ravi Shankar Sitar
VHOOwWh_,Raga Rasia,Pt. Ravi Shankar,Pt. Ravi Shankar - Sitar,hindi,1992.0,1990s,123.047,0.030604,2288.074,Pandit Ravi Shankar Sitar
FmGJAkbn,Marwa-Puriya Kalyan - Pt. Ravi Shankar,Pandit Ravi Shankar,Pt. Ravi Shankar - Sitar,hindi,1992.0,1990s,112.347,0.046593,1772.103,Pandit Ravi Shankar Sitar
M1C9_pHM,Raga - Todi - PtRavi Shankar (Sitar),Pt. Ravi Shankar,Instrumental Hits Of Pt.Ravi Shankar,hindi,2022.0,2020s,71.777,0.06381,1169.306,Pandit Ravi Shankar Sitar
yBvBmgqG,Raga - Manj Khamaj - PtRavi Shankar (Sitar),Pt. Ravi Shankar,Instrumental Hits Of Pt.Ravi Shankar,hindi,2022.0,2020s,112.347,0.056656,2201.335,Pandit Ravi Shankar Sitar
_GU9HpH_,Alahaya Bilawal - Vilambit Gat Drut,Pt. Ravi Shankar,Pt. Ravi Shankar - Sitar,hindi,1992.0,1990s,95.703,0.012977,1973.984,Pandit Ravi Shankar Sitar
CIsmASsI,Simhendra Madhyamam - Alap And Gat,Pt. Ravi Shankar,Pt. Ravi Shankar - Sitar,hindi,1992.0,1990s,143.555,0.060151,1213.896,Pandit Ravi Shankar Sitar
yt-RQbp1,Yemanmanj - Tilak Shyam,Pt. Ravi Shankar,Pt. Ravi Shankar - Sitar,hindi,1992.0,1990s,123.047,0.046419,2166.189,Pandit Ravi Shankar Sitar
kMtCw-8g,Improvisation On The Theme Music From - Pather Panchali,Pt. Ravi Shankar,Pt. Ravi Shankar - Sitar,hindi,1992.0,1990s,151.999,0.05305,1017.785,Pandit Ravi Shankar Sitar
zofzclBK,Mishra Pilu To Thumry Style,Pt. Ravi Shankar,Pt. Ravi Shankar - Sitar,hindi,1992.0,1990s,135.999,0.06385,1260.866,Pandit Ravi Shankar Sitar
3gttj9_U,Lalit - Alap And Gat,Ustad Amjad Ali Khan,Dawn Dreams - Ustad Amjad Ali Khan - Sarod,hindi,1989.0,1980s,161.499,0.023172,1542.855,Ustad Amjad Ali Khan Sarod
bKRSr2pd,Jaunpuri - Gat,Ustad Amjad Ali Khan,Dawn Dreams - Ustad Amjad Ali Khan - Sarod,hindi,1989.0,1980s,95.703,0.058211,1349.767,Ustad Amjad Ali Khan Sarod
OF40vi-b,Jaunpuri - Alap,Ustad Amjad Ali Khan,Dawn Dreams - Ustad Amjad Ali Khan - Sarod,hindi,1989.0,1980s,117.454,0.012777,1539.973,Ustad Amjad Ali Khan Sarod
L7lKfjq0,Raag Rageshwari - Sarod,Ustad Amjad Ali Khan,Ragas-Morning To Midnight,hindi,1991.0,1990s,135.999,0.008456,1638.709,Ustad Amjad Ali Khan Sarod
spyTNad5,Raga Bhairavi,Ustad Amjad Ali Khan,Sarod Euphony - Ustad Amjad Ali Khan,hindustani,2017.0,2010s,89.103,0.187533,1574.241,Ustad Amjad Ali Khan Sarod
CyHkYJm8,Raga - Kanada,Ustad Amjad Ali Khan,Dawn Dreams - Ustad Amjad Ali Khan - Sarod,hindi,1989.0,1980s,123.047,0.012765,864.215,Ustad Amjad Ali Khan Sarod
A-OggMh5,Sarod By Ustad Amjad Ali Khan Aisa Koi And Dil Ka Rasia,Ustad Amjad Ali Khan,Vaada,hindi,2004.0,2000s,89.103,0.050679,1534.396,Ustad Amjad Ali Khan Sarod
NYqZxov5,Sarod,Ustad Amjad Ali Khan,Vaada,hindi,2004.0,2000s,135.999,0.03744,2273.892,Ustad Amjad Ali Khan Sarod
HsaMmSox,Sarod -Ustad Amjad Ali Khan,Ustad Amjad Ali Khan,Classical Instrumental Gems Vol-1,hindi,1955.0,pre-1970s,151.999,0.170452,798.211,Ustad Amjad Ali Khan Sarod
2pMOYTfb,Sarod Alaap And Gat - Ustad Amjad Ali Khan,Ustad Amjad Ali Khan,Bhikari Bal Dev Oriya,hindi,2016.0,2010s,117.454,0.036741,2724.522,Ustad Amjad Ali Khan Sarod
scm9LuHU,Maru Bihag,Ustad Bismillah Khan,Ustad Bismillah Khan - Shehnai,hindi,1996.0,1990s,99.384,0.16123,1287.197,Ustad Bismillah Khan Shehnai
S4FtnDzB,Maru Behag,Ustad Bismillah Khan,Ustad Bismillah Khan - Shehnai,hindi,1996.0,1990s,143.555,0.090173,1167.853,Ustad Bismillah Khan Shehnai
IAVeKhcO,Ahir Bhairav Ustad Bismillah Khan,Ustad Bismillah Khan,Ustad Bismillah Khan - Shehnai,hindi,1996.0,1990s,135.999,0.151593,1897.215,Ustad Bismillah Khan Shehnai
h3dCGJNO,Todi Ustad Bismillah Khan,Ustad Bismillah Khan,Ustad Bismillah Khan - Shehnai,hindi,1996.0,1990s,123.047,0.130944,1944.796,Ustad Bismillah Khan Shehnai
DbJesqx1,Mishra Khamaj,Ustad Bismillah Khan,Ustad Bismillah Khan - Shehnai,hindi,1996.0,1990s,107.666,0.092939,1764.243,Ustad Bismillah Khan Shehnai
BC0IXdK_,Bhupal Todi Ustad Bismillah Khan,Ustad Bismillah Khan,Ustad Bismillah Khan - Shehnai,hindi,1996.0,1990s,143.555,0.080662,1615.987,Ustad Bismillah Khan Shehnai
Rj0U5N43,Pilu - Thumri,Ustad Bismillah Khan,Ustad Bismillah Khan - Shehnai,hindi,1996.0,1990s,83.354,0.131624,1909.068,Ustad Bismillah Khan Shehnai
R4xWlQfV,Jogia Ustad Bismillah Khan,Ustad Bismillah Khan,Ustad Bismillah Khan - Shehnai,hindi,1996.0,1990s,129.199,0.05637,1544.919,Ustad Bismillah Khan Shehnai
z6bXe8Ea,Jaunpuri Ustad Bismillah Khan,Ustad Bismillah Khan,Ustad Bismillah Khan - Shehnai,hindi,1996.0,1990s,92.285,0.119609,2655.192,Ustad Bismillah Khan Shehnai
ew55Tf-M,Tilakkamod,Ustad Bismillah Khan,Ustad Bismillah Khan - Shehnai,hindi,1996.0,1990s,112.347,0.022582,2410.893,Ustad Bismillah Khan Shehnai
TR2k2hT2,Flute,Pandit Hariprasad Chaurasia,Silsila,hindi,1981.0,1980s,83.354,0.089549,1141.762,Pandit Hariprasad Chaurasia Flute
Dn0-IT65,Flute Music,Pandit Hariprasad Chaurasia,Sirivennela,instrumental,1986.0,1980s,129.199,0.102691,1360.344,Pandit Hariprasad Chaurasia Flute
g-jE5WH4,Raag Hansaddhwani - Flute,Pandit Hariprasad Chaurasia,Ragas-Morning To Midnight,hindi,1991.0,1990s,135.999,0.031636,1770.847,Pandit Hariprasad Chaurasia Flute
c1dRGhhY,Achyutam Keshavam (Flute),Pandit Ronu Majumdar,Achyutam Keshavam (Flute),instrumental,2025.0,2020s,161.499,0.257774,2009.394,Pandit Hariprasad Chaurasia Flute
IpxeqiRd,Raga Shuddha Sarang,Pandit Hariprasad Chaurasia,Pt. Hariprasad Chaurasia - Flute,hindi,2000.0,2000s,123.047,0.076283,1155.338,Pandit Hariprasad Chaurasia Flute
qtQWu2CF,Ahir Lalit - Hari Prasad Chaurasia,Pandit Hariprasad Chaurasia,Pt. Hariprasad Chaurasia - Flute,hindi,2000.0,2000s,135.999,0.1397,1553.225,Pandit Hariprasad Chaurasia Flute
lUsfV_0e,Jaijaiwanti Hari Prasad Chaurasia,Pandit Hariprasad Chaurasia,Flute - Hari Prasad Chaurasia,hindi,1994.0,1990s,123.047,0.032721,1261.179,Pandit Hariprasad Chaurasia Flute
ed0Gz_oc,Dhun - Mishra Piloo - Hari Prasad Chaurasia,Pandit Hariprasad Chaurasia,Pt. Hariprasad Chaurasia - Flute,hindi,2000.0,2000s,135.999,0.02114,1408.447,Pandit Hariprasad Chaurasia Flute
JVGSqwJH,Dhun Mishra Piloo Hari Prasad Chaurasia,Pandit Hariprasad Chaurasia,Flute - Hari Prasad Chaurasia,hindi,1994.0,1990s,89.103,0.021203,1332.223,Pandit Hariprasad Chaurasia Flute
NCBt78TF,Dhyan,Pandit Ronu Majumdar,Divine Flute,instrumental,2015.0,2010s,135.999,0.099165,1256.281,Pandit Hariprasad Chaurasia Flute
8DP6sdDj,Journey to Sixteen (Tabla),"Ustad Zakir Hussain, Ken Zuckerman",Rhythmic Impressions of Ustad Zakir Hussain,sanskrit,2024.0,2020s,129.199,0.031554,1523.307,Ustad Zakir Hussain Tabla
9Qwxy9Oh,Tabla Solo Recital Ustad Zakir Hussain,Ustad Zakir Hussain,Zakir Hussain - Tabla,hindi,1999.0,1990s,103.359,0.032833,1358.308,Ustad Zakir Hussain Tabla
4hiDvMPy,Tabla Solo Recital,Ustad Zakir Hussain,Deserts Of Rajasthan Ustad Zakir Hussain,hindi,2010.0,2010s,107.666,0.006123,2297.628,Ustad Zakir Hussain Tabla
FCLSa7_d,Jugalbandi in Teen Taal (Tabla),"Ustad Alla Rakha, Ustad Zakir Hussain",Together (Tribute to Masters from the same musical Family),sanskrit,2013.0,2010s,135.999,0.025672,2120.22,Ustad Zakir Hussain Tabla
zpDQIn1n,Jugalbandi in Chartaal - Ki - Sawari (Tabla),"Ustad Alla Rakha, Ustad Zakir Hussain",Together (Tribute to Masters from the same musical Family),sanskrit,2013.0,2010s,143.555,0.013218,2047.891,Ustad Zakir Hussain Tabla
tf-55DEy,Raga Malkuns  Alaap Vilambit - Gat Teen Taal (Instrumental),"Ustad Shahid Parvez, Ustad Zakir Hussain",Sitar & Tabla,hindi,2008.0,2000s,112.347,0.013155,1843.409,Ustad Zakir Hussain Tabla
aa3gKZnf,Dhun Bhairavi (Instrumental),"Ustad Shahid Parvez, Ustad Zakir Hussain",Sitar & Tabla,hindi,2008.0,2000s,129.199,0.027119,1946.435,Ustad Zakir Hussain Tabla
RpObURc4,Punjabi Dhamar Ustad Zakir Hussain,Ustad Zakir Hussain,Zakir Hussain - Tabla,hindi,1999.0,1990s,123.047,0.01252,1482.073,Ustad Zakir Hussain Tabla
2Ge0kxr_,Tabla Solo Gharana Punjabi Recital Ustad Zakir Hussain,Ustad Zakir Hussain,Ecstasy - Ust. Zakir Hussain Alla Rakha,hindi,1992.0,1990s,107.666,0.006917,1367.643,Ustad Zakir Hussain Tabla
Qh5mj6vX,Tabla Solo Gharana Punjabi Recital - Ustad Zakir Hussain,Ustad Zakir Hussain,Ustad Zakir Hussain - Deserts Of Rajasthan,hindi,1999.0,1990s,117.454,0.006915,1372.754,Ustad Zakir Hussain Tabla
8uv9PrcM,Pehla Nasha - Santoor,Ninad Daithankar,Bollywood Santoor Melodies,hindi,2024.0,2020s,135.999,0.057967,1618.48,Santoor Instrumental
Ow9cY_mo,Zara Zara - Santoor,Ninad Daithankar,Bollywood Santoor Melodies,hindi,2024.0,2020s,99.384,0.019307,1728.541,Santoor Instrumental
E7o8DyUS,Rahen Na Rahen - Santoor,Ninad Daithankar,Bollywood Santoor Melodies,hindi,2024.0,2020s,123.047,0.090628,1573.193,Santoor Instrumental
AqBrLxFq,Lag Ja Gale - Santoor,Ninad Daithankar,Bollywood Santoor Melodies,hindi,2024.0,2020s,123.047,0.087091,974.777,Santoor Instrumental
6ulNA3QJ,Tu Mile - Santoor Instrumental,Ninad Daithankar,Tu Mile - Santoor Instrumental,hindi,2023.0,2020s,172.266,0.07677,1551.174,Santoor Instrumental
bJhjBCwL,Do Lafzon Ki Hai - Santoor,Ninad Daithankar,Bollywood Santoor Melodies,hindi,2024.0,2020s,161.499,0.077006,2041.151,Santoor Instrumental
IltAY1hW,Bhor Bhayi Din Chadh Gaya - Santoor Instrumental,Mangesh Jagtap,Bhor Bhayi Din Chadh Gaya - Santoor Instrumental,instrumental,2019.0,2010s,172.266,0.164728,1623.309,Santoor Instrumental
v3vAyL73,Mera Kuch Saman - Santoor,Ninad Daithankar,Bollywood Santoor Melodies,hindi,2024.0,2020s,172.266,0.076004,1642.946,Santoor Instrumental
llI6yPRU,Dekha Ek Khwab - Santoor Instrumental,Ninad Daithankar,Dekha Ek Khwab - Santoor Instrumental,hindi,2023.0,2020s,112.347,0.085394,1963.374,Santoor Instrumental
6IqsNjC2,Yeh Kahan Aa Gaye Hum - Santoor,Ninad Daithankar,Bollywood Santoor Melodies,hindi,2024.0,2020s,99.384,0.052076,1629.045,Santoor Instrumental
m75JwJCV,Bhajan (Veena),"Kumari E Kalyani, Dr.Emani Sankara Sastri",Veena Classical - Instrumental,carnatic,1988.0,1980s,135.999,0.095497,2003.073,Veena Instrumental Classical
rEl1xiUG,Visweswara (Veena),"Kumari E Kalyani, Dr.Emani Sankara Sastri",Veena Classical - Instrumental,carnatic,1988.0,1980s,143.555,0.140319,1834.891,Veena Instrumental Classical
sd44Hb0m,Naama Kusumamula (Veena),"Kumari E Kalyani, Dr.Emani Sankara Sastri",Veena Classical - Instrumental,carnatic,1988.0,1980s,129.199,0.08122,1800.129,Veena Instrumental Classical
l9im_4OD,Sawan Aaye Na Aaye (Film - Dil Diya Dard Liya) - Instrumental,"Naushad Ali, Narayan Mani ( Veena ), Ashok Sharma ( Sitar )",Classical Melodies - Instrumental,hindi,2005.0,2000s,117.454,0.021724,1318.436,Veena Instrumental Classical
3tC3ahqp,Mahaganapathe Kanada Roopam Koteeswara Iyer Veena,"E.Gaayatri, Kadri Gopalnath",Classical Music Instrumental,instrumental,2000.0,2000s,172.266,0.142302,1594.183,Veena Instrumental Classical
H0m6_jwj,Samagana Lolane Hindholam Roopakam G.N.Balasubramaniam Veena,"Kadri Gopalnath, T.Bakhavatchalam, G.N.Balasubramaniam",Classical Music Instrumental 5,instrumental,2000.0,2000s,198.768,0.12191,3240.79,Veena Instrumental Classical
9xrDG5IM,"Seve Srikantham (From ""Veena-Carnatic Classical"")",Smt. E. Gayathri,Eterenal Instrumental Music,kannada,2026.0,2020s,83.354,0.03924,1032.812,Veena Instrumental Classical
-dAS0VXp,Mevalagunadoshameme,Dr. Suma Sudhindra,Karnatic Classical Veena,instrumental,2014.0,2010s,112.347,0.017438,1225.008,Veena Instrumental Classical
C7oPZ4lL,Javali,Dr. Suma Sudhindra,Karnatic Classical Veena,instrumental,2014.0,2010s,117.454,0.030636,1072.067,Veena Instrumental Classical
x5IeL9K9,Bantureethe Kolu,Dr. Suma Sudhindra,Karnatic Classical Veena,instrumental,2014.0,2010s,161.499,0.037361,1249.455,Veena Instrumental Classical
K-D5P3U7,Jhaptal In 10 Beats / Raga Jhinjoti On Sarangi (Instrumental),"Ustad Zakir Hussain, Sultan Khan",Essence Of Rhythm,unknown,2008.0,2000s,112.347,0.008955,2075.469,Sarangi Instrumental
-qZir68_,Taal Posta In 5 Beats / Raga Jhinjoti On Sarangi (Instrumental),"Ustad Zakir Hussain, Sultan Khan",Essence Of Rhythm,unknown,2008.0,2000s,135.999,0.008818,1877.086,Sarangi Instrumental
-ZgBAoxw,Taal Pancham Sawari In 15 Beats / Raga Asha Mand (Naghma) On Sarangi (Instrumental),"Ustad Zakir Hussain, Fazal Qureshi, Sultan Khan",Essence Of Rhythm,unknown,2008.0,2000s,143.555,0.008679,1683.268,Sarangi Instrumental
Jp5EQ_oC,Sarangi (Instrumental),Ajay Kumar,Sarangi (Instrumental),hindi,2026.0,2020s,76.0,0.071415,2122.955,Sarangi Instrumental
86AdL_Mz,Thade Rahiyo Sarangi Instrumental,Sabir Khan Jaipur Gharana,Thade Rahiyo Sarangi Instrumental,hindi,2023.0,2020s,80.75,0.123128,2251.044,Sarangi Instrumental
LJWOVlSH,"Mr, Mrs (Sarangi Instrumental)",Northern Lights,"Mr, Mrs",punjabi,2014.0,2010s,135.999,0.278176,2927.357,Sarangi Instrumental
-EKF2OVd,Hath Pallah (Sarangi Instrumental),Wizzy Wiz,Hath Pallah,punjabi,2014.0,2010s,95.703,0.270677,3292.202,Sarangi Instrumental
